SALE_ID,PRODUCT_ID,CUSTOMER_ID,SALE_DATE,ONLINE_ORDER,ORDER_STATUS,BRAND,PRODUCT_LINE,PRODUCT_CLASS,PRODUCT_SIZE,LIST_PRICE,STANDARD_COST,PRODUCT_FIRST_SOLD_DATE,discount,industry_id
15188,82,3,24/03/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,37499,2,2
10302,33,3,23/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",41009,2,2
16725,90,3,26/06/2017,,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,40303,1,1
11784,55,3,21/04/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,41701,0,0
11005,94,3,16/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,41009,2,2
13285,47,3,4/9/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",40303,1,1
19498,5,3,19/09/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,36145,0,0
14648,62,4,18/06/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,34143,0,0
12441,95,4,3/4/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,37874,1,1
2534,84,5,3/5/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,37626,2,2
13058,96,5,26/05/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",33364,2,2
2250,34,5,16/08/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,39526,1,1
7692,39,5,14/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,39526,0,0
19993,13,5,28/04/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,39880,2,2
2291,23,5,3/3/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,34244,1,1
902,0,6,21/05/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,33364,0,0
7096,77,6,28/01/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,41848,0,0
4013,0,6,16/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,36361,1,1
5749,54,6,27/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,40410,2,2
8204,12,6,6/2/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,42226,2,2
18369,72,7,18/02/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,37499,1,1
18549,22,7,24/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,42404,0,0
3954,5,7,21/04/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,38258,2,2
8415,76,8,11/4/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,38482,1,1
15024,1,8,21/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,35667,0,0
19844,3,8,28/01/2017,,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,37823,0,0
3688,15,8,22/09/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,41345,1,1
13266,4,8,4/10/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,37698,2,2
9039,4,8,21/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,37698,2,2
5321,3,8,8/12/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,37823,1,1
10792,89,8,4/1/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,42560,0,0
7636,34,8,13/07/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,41064,2,2
17199,45,8,11/8/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,42172,1,1
2501,59,9,10/5/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,42172,0,0
2979,85,9,6/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,36367,0,0
4233,36,9,13/10/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,40336,1,1
8591,69,9,4/2/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,41922,2,2
10662,38,9,30/09/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,40336,2,2
9405,6,9,20/08/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,41701,1,1
10250,44,10,13/07/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,39427,1,1
5956,21,10,20/06/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,34115,1,1
4565,5,10,26/08/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,38258,2,2
16095,0,10,27/11/2017,FALSE,Approved,,,,,2064.08,,,2,2
14899,69,10,9/8/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,38859,2,2
18946,53,10,17/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,42172,2.133333333,2
16846,85,11,2/6/2017,,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,42218,2.266666667,2
14370,10,11,9/7/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,41701,2.4,2
10444,30,11,2/8/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,33552,2.533333333,3
18879,4,11,14/11/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,38573,2.666666667,3
9240,10,11,30/10/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,41701,2.8,3
6004,28,11,2/4/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",33455,2.933333333,3
12242,91,12,23/07/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,36367,3.066666667,3
6741,72,12,12/2/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,42710,3.2,3
6705,72,12,4/9/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,42710,3.333333333,3
14250,34,12,24/10/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,37698,3.466666667,3
13818,44,12,21/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,40672,3.6,4
19219,28,12,16/09/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",33455,3.733333333,4
5985,39,12,21/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,40336,3.866666667,4
11839,9,13,2/8/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",34527,4,4
19988,0,13,5/4/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,42105,4.133333333,4
8905,66,13,16/02/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,35378,4.266666667,4
17639,0,13,3/12/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,41922,4.4,4
15101,49,13,1/3/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,36146,4.533333333,5
13486,17,13,17/11/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,37539,4.666666667,5
17763,92,13,6/1/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,36146,4.8,5
19381,23,14,27/10/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,34244,4.933333333,5
6044,56,14,13/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,35707,5.066666667,5
16253,68,14,11/5/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,40410,5.2,5
8486,0,14,16/08/2017,TRUE,Approved,,,,,1084.18,,,5.333333333,5
11788,33,15,7/6/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",33888,5.466666667,5
17963,81,15,25/11/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,33429,5.6,6
434,67,15,10/3/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,38647,5.733333333,6
17528,2,15,20/01/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41245,5.866666667,6
10707,41,15,20/09/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,35560,6,6
7896,26,15,30/07/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,34115,6.133333333,6
5083,94,16,10/5/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,39915,6.266666667,6
1405,3,16,17/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,37220,6.4,6
13585,68,16,22/09/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,42172,6.533333333,7
17935,99,16,31/07/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89 ,33364,6.666666667,7
14760,96,16,12/2/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",40336,6.8,7
12747,70,17,11/10/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,36668,6.933333333,7
5316,78,17,14/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,42218,7.066666667,7
17135,49,17,30/12/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,35707,7.2,7
1404,62,17,14/03/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,33879,7.333333333,7
10775,1,17,1/5/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,38573,7.466666667,7
3506,87,18,15/07/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,35667,7.6,8
3777,11,18,11/5/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,39298,7.733333333,8
11922,10,18,24/06/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,41701,7.866666667,8
17282,16,18,18/08/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",34586,8,8
7092,97,18,25/03/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,42458,8.133333333,8
8622,94,18,16/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,41434,8.266666667,8
11227,40,18,5/7/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,38750,8.4,8
14850,87,19,25/03/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,40410,8.533333333,9
4664,7,19,31/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",33888,8.666666667,9
8866,36,19,19/09/2017,,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,39427,8.8,9
18030,3,20,11/6/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,37499,8.933333333,9
11330,94,20,29/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,39427,9.066666667,9
6657,4,20,1/11/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,37698,9.2,9
14766,48,20,20/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,42688,9.333333333,9
14115,25,21,12/2/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,36334,9.466666667,9
4778,3,21,22/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,41701,9.6,10
19616,16,21,17/11/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",34165,9.733333333,10
2932,37,21,17/08/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,36361,9.866666667,10
8915,72,21,24/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,41922,10,10
3480,32,22,18/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,37337,10.13333333,10
3504,38,22,16/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,40618,10.26666667,10
16626,100,22,10/3/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35 ,33364,10.4,10
17002,64,22,6/1/2017,TRUE,Cancelled,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,41047,10.53333333,11
14956,45,22,24/09/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,34071,10.66666667,11
118,20,22,21/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",40303,10.8,11
8207,53,22,19/09/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,35470,10.93333333,11
4601,65,22,29/05/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,42145,11.06666667,11
7695,0,23,2/4/2017,TRUE,Approved,,,,,2037.77,,,11.2,11
5598,85,23,20/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91 ,42226,11.33333333,11
7951,19,23,3/8/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,39298,11.46666667,11
7429,54,23,6/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,42710,11.6,12
17698,98,23,16/05/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,34170,11.73333333,12
15587,77,23,9/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,41848,11.86666667,12
18219,0,23,27/03/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,42458,12,12
14099,89,24,12/10/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,38482,12.13333333,12
7610,0,24,11/5/2017,FALSE,Approved,,,,,1193.44,,,12.26666667,12
15926,2,24,25/01/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41167,12.4,12
1783,53,24,13/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,35707,12.53333333,13
19078,40,24,31/10/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,39526,12.66666667,13
9249,52,24,13/11/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,39915,12.8,13
19263,76,24,5/10/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,40553,12.93333333,13
15874,11,24,13/05/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,39880,13.06666667,13
11765,6,25,8/3/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,38258,13.2,13
16026,22,25,8/2/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,42696,13.33333333,13
7196,18,25,23/11/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45 ,40670,13.46666667,13
6552,54,25,15/04/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,42295,13.6,14
17826,78,25,25/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,35455,13.73333333,14
5770,41,25,4/9/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,39526,13.86666667,14
9193,6,25,17/09/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,37838,14,14
10224,59,25,10/7/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,36146,14.13333333,14
2354,53,25,4/3/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,42172,14.26666667,14
15291,28,25,1/4/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",39031,14.4,14
19252,67,25,1/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,37499,14.53333333,15
4309,39,25,23/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,38991,14.66666667,15
3749,96,26,15/04/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",38002,14.8,15
7674,80,26,2/4/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,35667,14.93333333,15
7949,0,26,8/9/2017,FALSE,Approved,,,,,1697.27,,,15.06666667,15
5970,15,27,18/06/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,41345,15.2,15
11751,28,27,9/8/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",42696,15.33333333,15
13771,79,27,23/07/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,35455,15.46666667,15
5053,45,27,25/07/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,38991,15.6,16
849,57,27,18/07/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,42145,15.73333333,16
1275,97,27,8/4/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,42458,15.86666667,16
5662,92,27,28/05/2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",36833,16,16
11105,26,28,20/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,33888,16.13333333,16
7048,63,28,8/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,33879,16.26666667,16
13007,82,28,16/07/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,38339,16.4,16
8422,19,28,21/07/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,34244,16.53333333,17
8139,70,28,31/01/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,34996,16.66666667,17
7775,72,28,23/01/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,41922,16.8,17
19016,80,29,10/4/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,35455,16.93333333,17
10676,53,29,4/1/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,35470,17.06666667,17
1898,80,29,28/03/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,35455,17.2,17
19532,46,29,25/01/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,39427,17.33333333,17
7093,84,29,22/08/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,38339,17.46666667,17
7691,65,29,12/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,42145,17.6,18
661,87,29,16/09/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40 ,35667,17.73333333,18
16431,44,29,30/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,40672,17.86666667,18
14982,38,29,8/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,40618,18,18
3214,41,30,2/4/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,41064,18.13333333,18
1739,3,30,16/06/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,40784,18.26666667,18
8164,74,30,19/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91 ,33429,18.4,18
420,97,31,25/05/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,41701,18.53333333,19
14858,0,31,2/10/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,38573,18.66666667,19
4321,99,31,21/03/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",41064,18.8,19
11652,22,31,15/07/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45 ,42404,18.93333333,19
15069,43,32,14/01/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,36498,19.06666667,19
15346,94,32,1/6/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,41434,19.2,19
8735,25,32,14/08/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,42404,19.33333333,19
4734,21,32,12/4/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,35160,19.46666667,19
15922,8,32,5/5/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",40649,19.6,20
10210,97,32,9/5/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,42458,19.73333333,20
99,95,32,26/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,37874,19.86666667,20
6156,99,33,20/03/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89 ,34556,20,20
6231,7,33,12/9/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,42560,20.13333333,20
7024,18,33,29/07/2017,TRUE,Cancelled,Solex,Standard,medium,medium,575.27,$431.45 ,34165,20.26666667,20
5415,44,33,22/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,37220,20.4,20
7443,48,33,17/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,39915,20.53333333,21
11789,20,33,28/09/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",34165,20.66666667,21
3731,54,33,30/05/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,37823,20.8,21
9044,12,34,13/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,38216,20.93333333,21
1107,15,34,22/08/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,38693,21.06666667,21
16935,0,34,14/02/2017,FALSE,Approved,,,,,1034.17,,,21.2,21
2638,83,34,7/4/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,41533,21.33333333,21
12083,13,34,23/07/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,42560,21.46666667,21
19291,65,34,19/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,42145,21.6,22
17808,96,34,10/4/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",37539,21.73333333,22
9792,60,34,25/06/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",40779,21.86666667,22
1039,8,34,1/7/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",40649,22,22
15032,15,35,28/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,35667,22.13333333,22
3417,70,35,30/03/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35 ,40553,22.26666667,22
17891,27,35,29/09/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,35052,22.4,22
5637,98,35,23/06/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,42710,22.53333333,23
8348,47,36,20/07/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",38991,22.66666667,23
1418,22,36,8/4/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,34165,22.8,23
14725,38,37,23/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,41167,22.93333333,23
3748,14,37,9/10/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",34996,23.06666667,23
6664,86,37,1/5/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,37698,23.2,23
16239,69,37,9/11/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,40553,23.33333333,23
13475,36,37,5/3/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,39427,23.46666667,23
10824,0,37,7/5/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,34165,23.6,24
9874,99,37,12/9/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",38991,23.73333333,24
231,46,37,12/8/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,36361,23.86666667,24
5998,0,37,5/7/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,34143,24,24
9453,60,38,22/08/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",40779,24.13333333,24
14512,2,38,23/01/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41245,24.26666667,24
7384,46,38,10/11/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,39427,24.4,24
